1,10,"Creature\Basilisk\Basilisk.mdx",1,1.000000,1,7,18.000000,12.000000,1.000000,0.000000,0,0,1,0.694400,2.083000,
2,2,"Creature\BogBeast\BogBeast.mdx",1,1.000000,1,-1,18.000000,12.000000,1.000000,0.000000,0,0,2,0.694400,2.083000,
3,2,"Creature\Centaur\Centaur.mdx",1,1.000000,1,-1,18.000000,12.000000,1.000000,0.000000,0,0,3,0.694400,2.083000,
4,2,"Creature\CrystalSpider\CrystalSpider.mdx",1,1.000000,1,0,18.000000,12.000000,1.000000,0.000000,0,0,4,0.000000,0.000000,
5,2,"Creature\DarkHound\DarkHound.mdx",1,1.000000,1,-1,18.000000,12.000000,1.000000,0.000000,0,0,5,0.611100,1.667000,
6,9,"Creature\DragonWhelp\DragonWhelp.mdx",0,1.000000,1,-1,18.000000,12.000000,1.000000,0.000000,0,0,6,0.694400,2.083000,
8,0,"Creature\furbolg\Furbolg.mdx",1,1.000000,1,7,18.000000,12.000000,1.000000,0.000000,0,0,8,0.694400,2.083000,
9,3,"Creature\Ghost\Ghost.mdx",1,1.000000,1,-1,18.000000,12.000000,1.000000,0.000000,0,0,9,0.694400,2.083000,
10,0,"Creature\Gnoll\gnoll.mdx",1,1.000000,1,7,18.000000,12.000000,1.000000,0.000000,0,0,10,0.694400,2.083000,
11,0,"Creature\Grell\Grell.mdx",0,1.000000,1,4,18.000000,12.000000,1.000000,0.000000,0,0,11,0.472200,1.528000,
12,1,"Creature\Harpy\Harpy.mdx",1,1.000000,1,-1,18.000000,12.000000,1.000000,0.000000,0,0,12,0.694400,2.083000,
13,0,"Creature\HUFMCitizenLow\HUFMCitizenLow.mdx",1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,13,0.509700,2.031000,
14,0,"Creature\HUFMCitizenMid\HUFMCitizenMid.mdx",1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,14,0.509700,2.031000,
15,0,"Creature\HUFMMerchant\HUFMMerchant.mdx",1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,15,0.509700,2.031000,
16,0,"Creature\HumanThief\HumanThief.mdx",1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,16,0.694400,2.083000,
17,0,"Creature\HUMLBlackSmith\HUMLBlackSmith.mdx",1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,17,0.509700,2.031000,
18,0,"Creature\HUMLMagicSmith\HUMLMagicSmith.mdx",1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,18,0.509700,2.031000,
19,0,"Creature\HUMLMerchant\HUMLMerchant.mdx",1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,19,0.509700,2.031000,
20,0,"Creature\HUMLUpperCitizen\HUMLUpperCitizen.mdx",1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,20,0.509700,2.031000,
21,0,"Creature\HUMNGuardBig\HUMNGuardBig.mdx",1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,21,0.509700,2.031000,
22,0,"Creature\HUMSCitizenMid\HUMSCitizenMid.mdx",1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,22,0.509700,2.031000,
23,0,"Creature\HUMSMerchant\HUMSMerchant.mdx",1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,23,0.509700,2.031000,
24,2,"Creature\Infernal\Infernal.mdx",1,1.000000,1,5,18.000000,12.000000,1.000000,0.000000,0,10,24,0.000000,0.000000,
25,0,"Creature\KeeperOfTheGrove\KeeperOfTheGrove.mdx",1,1.000000,1,6,18.000000,12.000000,1.000000,0.000000,0,0,25,0.694400,2.083000,
26,0,"Creature\Kobold\Kobold.mdx",0,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,26,0.694400,1.389000,
27,0,"Creature\Kodobeast\KodoBeast.mdx",3,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,1,10,27,0.694400,2.083000,
28,2,"Creature\LavaSpider\LavaSpider.mdx",1,1.000000,1,-1,18.000000,12.000000,1.000000,0.000000,0,0,28,0.000000,0.000000,
29,0,"Creature\LostOne\LostOne.mdx",1,1.000000,1,4,18.000000,12.000000,1.000000,0.000000,0,0,29,0.694400,2.083000,
30,2,"Creature\MineSpider\MineSpider.mdx",1,1.000000,2,-1,18.000000,12.000000,1.000000,0.000000,0,0,30,0.694400,2.083000,
31,0,"Creature\Murloc\Murloc.mdx",1,1.000000,1,4,18.000000,12.000000,1.000000,0.000000,0,0,31,0.694400,1.389000,
32,0,"Creature\Ogre\Ogre.mdx",3,1.000000,1,4,18.000000,12.000000,1.000000,0.000000,0,10,32,0.750000,2.361000,
33,8,"Creature\Ogre\OgreMage.mdx",3,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,10,33,0.750000,2.361000,
34,0,"Creature\Raptor\Raptor.mdx",1,1.000000,1,5,18.000000,12.000000,1.000000,0.000000,0,0,34,0.694400,2.083000,
35,2,"Creature\SeaGiant\SeaGiant.mdx",4,1.000000,1,4,18.000000,12.000000,1.000000,0.000000,1,11,35,0.694400,2.083000,
36,1,"Creature\SILITHID\Silithid.mdx",1,1.000000,2,1,1.000000,1.000000,1.000000,0.000000,0,0,36,0.694400,2.083000,
37,2,"Creature\Succubus\Succubus.mdx",1,1.000000,1,3,18.000000,12.000000,1.000000,0.000000,0,0,37,0.694400,2.083000,
38,2,"Creature\Tallstrider\TallStrider.mdx",1,1.000000,1,5,18.000000,12.000000,1.000000,0.000000,0,0,38,0.694400,2.083000,
39,2,"Creature\TitanFemale\TitanFemale.mdx",4,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,10,11,39,0.694400,2.083000,
40,2,"Creature\TitanMale\TitanMale.mdx",3,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,1,12,40,0.694400,2.083000,
41,0,"Creature\Troglodyte\Troglodyte.mdx",1,1.000000,1,4,18.000000,12.000000,1.000000,0.000000,0,0,41,0.694400,2.083000,
42,0,"Creature\Troll\Troll.mdx",1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,42,0.694400,2.083000,
43,0,"Creature\Wolf\Wolf.mdx",1,1.000000,1,7,9.000000,6.000000,1.000000,0.000000,0,0,43,0.694400,2.083000,
