1,777,"TITLEENTERWORLD",
2,779,"TITLEQUIT",
3,778,"TITLEOPTIONS",
4,793,"TITLEOPTION16BIT",
5,794,"TITLEOPTION32BIT",
6,795,"TITLEOPTIONOPENGL",
7,796,"TITLEOPTIONDIRECT3D",
8,797,"TITLEOPTIONFULLSCREENMODE",
9,798,"TITLEOPTIONOK",
10,799,"TITLEOPTIONEXIT",
11,800,"LOGIN",
12,801,"LOGINNEWACCOUNT",
13,802,"LOGINCHANGEREALM",
14,803,"LOGINEXIT",
15,792,"TITLEOPTIONSCREENRESOLUTION",
16,790,"TITLECREDITS",
17,791,"TITLEINTROMOVIE",
18,805,"LOGINCHANGEREALMOK",
19,806,"LOGINCHANGEREALMSELECT",
20,807,"LOGINCHANGEREALMCANCEL",
21,808,"CHARACTERSELECTION",
22,809,"CHARACTERSELECTIONENTERWORLD",
23,810,"CHARACTERSELECTIONDELCHARACTER",
24,811,"CHARACTERSELECTIONACCTOPTIONS",
25,812,"CHARACTERSELECTIONEXIT",
26,813,"CHARACTERSELECTIONCREATENEW",
27,814,"CHARACTERCREATIONCLASS",
28,815,"CHARACTERCREATIONRACE",
29,816,"CHARACTERCREATIONGENDER",
30,817,"CHARACTERCREATIONLOOK",
31,818,"CHARACTERCREATIONCREATECHAR",
32,819,"CHARACTERCREATIONCANCEL",
33,820,"CURRENTACTIVESPELL",
34,821,"MINIMAPOPEN",
35,822,"MINIMAPCLOSE",
36,823,"MINIMAPZOOMIN",
37,824,"MINIMAPZOOMOUT",
38,825,"CHATEMOTEBUTTON",
39,826,"CHATSCROLLUP",
40,827,"CHATSCROLLDOWN",
41,828,"CHATBOTTOM",
42,829,"SPELLBOOKOPEN",
43,830,"SPELLBOOKCLOSE",
44,836,"SPELLBOKPAGETURN",
45,832,"SPELLBOOKSPELLICONPICKUP",
46,833,"SPELLBOOKSPELLICONDROP",
47,834,"ABILITYOPEN",
48,835,"ABILITYCLOSE",
49,836,"ABILIITYPAGETURN",
50,837,"ABILITYICONPICKUP",
51,838,"ABILITYICONDROP",
52,839,"CHARACTERINFOOPEN",
53,840,"CHARACTERINFOCLOSE",
54,841,"CHARACTERINFOTAB",
55,842,"CHARACTERINFOSCROLLUP",
56,843,"CHARACTERINFOSCROLLDOWN",
57,844,"QUESTLOGOPEN",
58,845,"QUESTLOGCLOSE",
59,846,"QUESTLOGABANDONQUEST",
60,847,"QUESTFAILED",
61,848,"SOCIALOPEN",
62,849,"SOCIALCLOSE",
63,850,"MAINMENUOPEN",
64,851,"MAINMENUCLOSE",
65,852,"MAINMENUOPTION",
66,853,"MAINMENULOGOUT",
67,854,"MAINMENUQUIT",
68,855,"MAINMENUCONTINUE",
69,856,"MAINMENUOPTIONCHECKBOXON",
70,857,"MAINMENUOPTIONCHECKBOXOFF",
71,858,"MAINMENUOPTIONFADERTAB",
72,859,"INVENTORYOEPN",
73,860,"INVENTORYCLOSE",
74,861,"INVENTORYROTATECHARACTER",
75,862,"BACKPACKOPEN",
76,863,"BACKPACKCLOSE",
77,864,"BACKPACKCOINSELECT",
78,865,"BACKPACKCOINOK",
79,866,"BACKPACKCOINCANCEL",
80,867,"CHARACTERNPCSELECT",
81,868,"CHARACTERNPCDESELECT",
82,869,"CHARACTERSELECT",
83,870,"CHARACTERDESELECT",
84,871,"CREATURENEUTRALSELECT",
85,872,"CREATURENEUTRALDESELECT",
86,873,"CREATUREAGGROSELECT",
87,874,"CREATUREAGGRODESELECT",
88,875,"QUESTLISTOPEN",
89,876,"QUESTLISTCLOSE",
90,877,"QUESTLISTSELECT",
91,878,"QUESTLISTCOMPLETE",
92,879,"QUESTCANCEL",
93,880,"PLAYERINVITE",
94,881,"PLAYERINVITEACCEPT",
95,882,"PLAYERINVITEDECLINE",
96,885,"GAMEERRORUNABLETOEQUIP",
97,886,"ITEMGENERICSOUND",
98,887,"GAMEERRORINVALIDTARGET",
99,888,"LEVELUP",
100,889,"GAMEERROROUTOFRANGE",
101,890,"QUESTADDED",
102,891,"MONEYFRAMEOPEN",
103,892,"MONEYFRAMECLOSE",
104,893,"LOOTFRAMEOPEN",
105,894,"LOOTFRAMECLOSE",
106,895,"LOOTFRAMECOINSOUND",
107,897,"GAMEHIGHLIGHTHOSTILEUNIT",
108,898,"GAMEHIGHLIGHTNEUTRALUNIT",
109,899,"GAMEHIGHLIGHTFRIENDLYUNIT",
110,900,"LOSTTARGETUNIT",
111,902,"CURSORGRABOBJECT",
112,903,"CURSORDROPOBJECT",
113,904,"GAMESCREENMEDIUMBUTTONMOUSEDOWN",
114,905,"GAMEABILITYACTIVATE",
115,906,"GAMESPELLACTIVATE",
116,1115,"CHATOPTIONSBUTTONS",
117,1115,"ACTIONBARSCROLLBUTTONDOWN",
118,1115,"STATSELECTIONBUTTONDOWN",
119,1115,"OPTIONSSCREENCONTROLS",
120,1115,"TRADESCREENSCROLLBUTTONDOWN",
121,1115,"TRAINERSCREENSCROLLBUTTONDOWN",
122,1115,"SPLITITEMBUTTONDOWN",
123,1115,"SPLITMONEYBUTTONDOWN",
124,1264,"LOOTFRAMEOPENEMPTY",
125,1519,"NEWTAXIPATH",
126,2580,"UNWRAPGIFT",
127,3093,"WRITEQUEST",
147,3081,"TELLMESSAGE",
167,3356,"LOOTWINDOWOPENFISHING",
