4,"(w\s*w\s*w\s*\.)?\s*i\s*t\s*e\s*m\s*b\s*a\s*y\s*(\.\s*c\s*a)",
5,"(w\s*w\s*w\s*\.)?\s*g\s*m\s*w\s*o\s*r\s*k\s*e\s*r\s*(\.\s*c\s*o\s*m\s*)",
6,"(w\s*w\s*w\s*\.)?\s*z\s*l\s*y\s*w\s*y\s*(\.\s*c\s*o\s*m)",
7,"(w\s*w\s*w\s*\.)?\s*w\s*o\s*w\s*s\s*u\s*p\s*p\s*l\s*i\s*e\s*r\s*(\.\s*c\s*o\s*m)",
8,"(w\s*w\s*w\s*\.)?\s*g\s*a\s*m\s*e\s*b\s*m\s*o\s*(\.\s*c\s*o\s*m)",
9,"(w\s*w\s*w\s*\.)?\s*m\s*m\s*o\s*b\s*a\s*y\s*(\.\s*c\s*o\s*m\s*)",
10,"(w\s*w\s*w\s*\.)?\s*g\s*o\s*l\s*d\s*e\s*a\s*s\s*e\s*(\.\s*c\s*o\s*m)",
11,"(w\s*w\s*w\s*\.)?\s*c\s*h\s*e\s*a\s*p\s*w\s*o\s*w\s*g\s*o\s*l\s*d\s*s\s*(\.\s*c\s*o\s*m)",
12,"(w\s*w\s*w\s*\.)?\s*b\s*r\s*o\s*g\s*a\s*m\s*e\s*(\.\s*c\s*o\s*m)",
13,"(w\s*w\s*w\s*\.)?\s*w\s*o\s*w\s*b\s*a\s*(\.\s*c\s*o\s*m)",
14,"(w\s*w\s*w\s*\.)?\s*h\s*e\s*l\s*p\s*u\s*g\s*a\s*m\s*e\s*(\.\s*n\s*e\s*t)",
15,"(w\s*w\s*w\s*\.)?\s*o\s*g\s*s\s*3\s*6\s*5\s*(\.\s*c\s*o\s*m)",
16,"(w\s*w\s*w\s*\.)?\s*g\s*o\s*l\s*d\s*e\s*n\s*l\s*v\s*l(\.\s*c\s*o\s*m)",
17,"(w\s*w\s*w\s*\.)?\s*h\s*a\s*p\s*p\s*y\s*g\s*m\s*(\.\s*c\s*o\s*m)",
18,"(w\s*w\s*w\s*\.)?\s*l\s*o\s*v\s*e\s*m\s*m\s*o\s*(\.\s*c\s*o\s*m)",
19,"(w\s*w\s*w\s*\.)?\s*g\s*o\s*l\s*d\s*d\s*e\s*p\s*o\s*t\s*(\.\s*c\s*o\s*m)",
20,"(w\s*w\s*w\s*\.)?\s*v\s*g\s*b\s*a\s*r\s*g\s*a\s*i\s*n\s*(\.\s*c\s*o\s*m)",
21,"(w\s*w\s*w\s*\.)?\s*g\s*a\s*m\s*e\s*4\s*p\s*o\s*w\s*e\s*r\s*(\.\s*c\s*o\s*m)",
22,"(w\s*w\s*w\s*\.)?\s*g\s*o\s*d\s*o\s*f\s*g\s*o\s*l\s*d\s*(\.\s*c\s*o\s*m)",
23,"(w\s*w\s*w\s*\.)?\s*t\s*h\s*s\s*a\s*l\s*e\s*(\.\s*c\s*o\s*m)",
24,"(w\s*w\s*w\s*\.)?\s*o\s*f\s*f\s*g\s*a\s*m\s*e\s*r\s*s\s*(\.\s*c\s*o\s*m)",
25,"(w\s*w\s*w\s*\.)?\s*m\s*y\s*s\s*u\s*p\s*e\s*r\s*s\s*a\s*l\s*e\s*s\s*(\.\s*c\s*o\s*m)",
26,"(w\s*w\s*w\s*\.)?\s*i\s*g\s*x\s*e\s*(\.\s*c\s*o\s*m)",
27,"(w\s*w\s*w\s*\.)?\s*e\s*z\s*g\s*a\s*m\s*i\s*n\s*g\s*(\.\s*c\s*o\s*m)",
28,"(w\s*w\s*w\s*\.)?\s*w\s*h\s*o\s*y\s*o\s*(\.\s*c\s*o\s*m)",
29,"(w\s*w\s*w\s*\.)?\s*b\s*u\s*y\s*w\s*o\s*w\s*g\s*a\s*m\s*e(\.\s*c\s*o\s*m)",
30,"(w\s*w\s*w\s*\.)?\s*m\s*m\s*o\s*c\s*o\s*i\s*n\s*(\.\s*c\s*o\s*m)",
31,"(w\s*w\s*w\s*\.)?\s*g\s*a\s*m\s*e\s*p\s*a\s*l\s*s\s*(\.\s*c\s*o\s*m)",
