1,1,"Cat Form",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,112,1,1534,
2,0,"Tree Form",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,16,-1,0,
3,0,"Travel Form",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,80,1,0,
4,0,"Aquatic Form",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,80,1,0,
5,3,"Bear Form",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,80,1,496,
6,0,"Ambient",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,0,0,0,
7,0,"Ghoul",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,0,0,0,
8,3,"Dire Bear Form",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,80,1,496,
9,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,0,0,0,
10,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,0,0,0,
11,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,0,0,0,
12,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,0,0,0,
13,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,0,0,0,
14,0,"Creature - Bear",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,0,1,0,
15,0,"Creature - Cat",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,0,1,0,
16,0,"Ghost Wolf",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,64,1,0,
17,1,"Battle Stance",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,7,-1,0,
18,2,"Defensive Stance",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,7,0,0,
19,3,"Berserker Stance",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,7,0,0,
20,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,0,0,0,
21,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,0,0,0,
22,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,0,0,0,
23,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,0,0,0,
24,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,0,0,0,
25,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,0,0,0,
26,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,0,0,0,
27,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,0,0,0,
28,0,"Shadowform",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,9,-1,0,
29,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,0,0,0,
30,1,"Stealth",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,1,0,0,
31,0,"Moonkin Form",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,65,-1,0,
32,0,"Spirit of Redemption",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,0,-1,0,
