1,65535,65535,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"",1,1,
2,4098,20036,3,3,1,3,1,1,1,4,1,1,3,3,3,4,0,1,"",1,1,
3,4098,20804,1,1,1,1,0,0,0,1,0,0,1,1,1,3,0,1,"",1,1,
4,4098,20812,3,3,1,3,1,1,1,4,1,1,3,3,3,4,0,1,"",1,1,
5,4098,20823,1,1,1,1,0,0,0,1,0,0,1,1,1,3,0,9,"",1,1,
6,4098,21062,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,"",1,1,
7,4139,1313,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"",1,1,
8,4139,1317,2,3,1,2,1,1,1,4,1,1,2,3,3,3,0,0,"",1,1,
9,4139,1319,3,3,1,3,1,1,1,4,1,1,3,3,3,3,0,0,"",1,1,
10,4153,816,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"",1,1,
11,4318,40,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,"",1,1,
12,4318,41,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,"",1,1,
13,4318,44,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,"",1,1,
14,4318,45,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,"",1,1,
15,4318,256,1,2,1,1,1,0,1,4,1,0,1,2,2,3,0,0,"",1,1,
16,4318,272,1,2,1,1,1,0,0,4,1,0,1,2,2,3,0,0,"",1,1,
17,4318,336,2,3,1,2,1,1,1,4,1,0,1,2,2,3,0,0,"",1,1,
18,4318,368,1,3,1,2,1,1,1,4,1,0,1,2,2,3,0,0,"",1,1,
19,4318,369,1,3,1,2,1,1,1,4,1,0,1,2,2,3,0,0,"",1,1,
20,4318,416,1,2,1,1,0,0,0,4,0,0,1,2,2,3,0,0,"",1,1,
21,4318,512,3,3,1,3,1,1,1,4,1,1,3,3,3,4,0,0,"",1,1,
22,4098,20037,3,3,1,3,1,1,1,4,1,1,3,3,3,4,0,1,"",1,1,
23,4318,646,3,3,1,3,1,1,1,4,1,1,3,3,3,4,0,0,"",1,1,
24,4318,160,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,"",1,1,
25,4318,257,1,2,1,1,1,0,1,4,1,0,1,2,2,3,0,0,"",1,1,
26,4318,259,1,2,1,1,1,0,1,4,1,0,1,2,2,3,0,0,"",1,1,
27,4318,273,1,2,1,1,1,0,1,4,1,0,1,2,2,3,0,0,"",1,1,
28,4318,275,1,2,1,1,1,0,1,4,1,0,1,2,2,3,0,0,"",1,1,
29,4318,513,3,3,1,3,1,1,1,4,1,1,3,3,3,4,0,0,"",1,1,
30,4318,337,1,2,1,1,1,0,1,4,1,0,1,2,2,3,0,0,"",1,1,
31,4318,338,1,2,1,1,1,0,1,4,1,0,1,2,2,3,0,0,"",1,1,
32,4318,339,1,2,1,1,1,0,1,4,1,0,1,2,2,3,0,0,"",1,1,
33,4318,370,1,3,1,2,1,1,1,4,1,0,1,2,2,3,0,0,"",1,1,
34,4318,371,1,3,1,2,1,1,1,4,1,0,1,2,2,3,0,0,"",1,1,
35,4318,385,1,3,1,2,1,1,1,4,1,0,1,2,2,3,0,0,"",1,1,
36,4318,376,1,3,1,2,1,1,1,4,1,0,1,2,2,3,0,0,"",1,1,
37,4318,378,1,3,1,2,1,1,1,4,1,0,1,2,2,3,0,0,"",1,1,
38,4318,386,1,3,1,2,1,1,1,4,1,0,1,2,2,3,0,0,"",1,1,
39,4318,387,1,3,1,2,1,1,1,4,1,0,1,2,2,3,0,0,"",1,1,
