12578,52,0,-1,75,11,54,204,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
12579,52,0,891,0,0,0,0,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
12580,52,0,892,0,0,0,0,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
12581,53,0,-1,0,11,170,156,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
12582,53,0,893,0,0,0,0,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
12583,53,0,894,0,0,0,0,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
12584,53,0,895,0,0,0,0,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
12585,53,0,896,0,0,170,0,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
12586,53,0,897,0,0,0,0,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
12587,53,0,898,0,0,170,0,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
12588,53,0,899,0,0,0,0,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
12589,53,0,900,0,0,0,0,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
12590,53,0,901,0,0,0,0,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
12591,53,0,902,0,0,0,0,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
12592,53,0,903,75,0,27,183,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
12593,53,0,904,0,0,0,0,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
20255,53,1,-1,0,11,170,156,0,0.000000,2104,"Deepwater Tavern",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
20256,53,1,893,0,0,0,0,0,0.000000,2104,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
20257,53,1,894,0,0,0,0,0,0.000000,2104,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
20258,53,1,895,0,0,0,0,0,0.000000,2104,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
20259,53,1,896,-1,0,170,0,0,0.000000,2104,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
20260,53,1,897,0,0,0,0,0,0.000000,2104,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
20261,53,1,898,-1,0,170,0,0,0.000000,2104,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
20262,53,1,899,0,0,0,0,0,0.000000,2104,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
20267,53,1,900,0,0,0,0,0,0.000000,2104,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
20263,53,1,901,0,0,0,0,0,0.000000,2104,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
20264,53,1,902,0,0,0,0,0,0.000000,2104,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
20265,53,1,903,75,0,27,183,0,0.000000,2104,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
20266,53,1,904,0,0,0,0,0,0.000000,2104,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
20327,53,2,-1,0,11,170,156,0,0.000000,0,"Lion's Pride Inn",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
20328,53,2,893,0,0,0,0,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
20329,53,2,894,0,0,0,0,0,0.000000,0,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323196,
