220,"","","","","INV_Robe_02",1,0,1,0,0,7,0,0,"Generic_HuWk_01_Sleeve_AU","Generic_HuWk_01_Sleeve_AL","","Generic_HuWk_01_Chest_TU","Generic_HuWk_01_Chest_TL","Generic_HuWk_01_Pants_LU","Generic_HuWk_01_Pant_LL","",0,
222,"","","","","INV_Boots_01",0,0,0,0,0,7,0,0,"","","","","","","","Generic_HuMa_01_Boot_FO",0,
224,"","","","","INV_Jewelry_Ring_03",0,0,0,0,0,14,0,0,"","","","","","","","",0,
229,"","","","","INV_Belt_01",0,0,0,0,0,7,0,0,"","","","","","Generic_OrWr_01_Belt_LU","","",0,
230,"","","","","INV_Boots_01",0,0,0,0,0,7,0,0,"","","","","","","Generic_OrWr_01_Boot_LL","Generic_OrWr_01_Boot_FO",0,
233,"","","","","INV_Boots_01",0,0,0,0,0,11,0,0,"","","","","","","Mail_A_01_Boot_LL","Mail_A_01_Boot_FO",0,
241,"","","","","INV_Belt_01",0,0,0,0,0,7,0,0,"","","","","","Generic_DwMa_01_Belt_LU","","",0,
242,"","","","","INV_Boots_01",0,0,0,0,0,7,0,0,"","","","","","","","Generic_DwMa_01_Boot_FO",0,
244,"","","","","INV_Belt_01",0,0,0,0,0,7,0,0,"","","","","","Generic_DwRu_01_Belt_LU","","",0,
245,"","","","","INV_Boots_01",0,0,0,0,0,7,0,0,"","","","","","","Generic_DwRu_01_Boot_LL","Generic_DwRu_01_Boot_FO",0,
248,"","","","","INV_Belt_01",0,0,0,0,0,7,0,0,"","","","","","Generic_DwPr_01_Belt_LU","","",0,
249,"","","","","INV_Boots_01",0,0,0,0,0,7,0,0,"","","","","","","Generic_DwPr_01_Boot_LL","Generic_DwPr_01_Boot_FO",0,
252,"","","","","INV_Belt_01",0,0,0,0,0,7,0,0,"","","","","","Generic_DwWr_01_Belt_LU","","",0,
253,"","","","","INV_Boots_01",0,0,0,0,0,7,0,0,"","","","","","","Generic_DwWr_01_Boot_LL","Generic_DwWr_01_Boot_FO",0,
256,"","","","","INV_Belt_01",0,0,0,0,0,7,0,0,"","","","","","Generic_DwPa_01_Belt_LU","","",0,
257,"","","","","INV_Boots_01",0,0,0,0,0,7,0,0,"","","","","","","Generic_DwPa_01_Boot_LL","Generic_DwPa_01_Boot_FO",0,
261,"","","","","INV_Boots_01",0,0,0,0,0,7,0,0,"","","","","","","Generic_DwHu_01_Boot_LL","Generic_DwHu_01_Boot_FO",0,
267,"","","","","INV_Boots_01",0,0,0,0,0,7,0,0,"","","","","","","","Generic_HuAs_01_Boot_FO",0,
275,"","","","","INV_Belt_01",0,0,0,0,0,7,0,0,"","","","","","Generic_HuPr_01_Belt_LU","","",0,
276,"","","","","INV_Boots_01",0,0,0,0,0,7,0,0,"","","","","","","Generic_HuPr_01_Boot_LL","Generic_HuPr_01_Boot_FO",0,
281,"","","","","INV_Belt_01",0,0,0,0,0,7,0,0,"","","","","","Generic_HuWr_01_Belt_LU","","",0,
282,"","","","","INV_Boots_01",0,0,0,0,0,7,0,0,"","","","","","","Generic_HuWr_01_Boot_LL","Generic_HuWr_01_Boot_FO",0,
292,"","","","","INV_Potion_08",0,0,0,0,0,17,0,0,"","","","","","","","",0,
293,"","","","","INV_Belt_01",0,0,0,0,0,7,0,0,"","","","","","Generic_OrWk_01_Belt_LU","","",0,
