35,14,1,1,7951,
36,14,1,0,7952,
37,14,3,1,7947,
38,14,3,0,7948,
39,14,4,1,7953,
40,14,4,0,7954,
41,14,7,1,7949,
43,14,7,0,7950,
44,14,2,1,7955,
45,14,2,0,7956,
46,14,5,1,7962,
48,14,5,0,7961,
49,14,6,1,7957,
50,14,6,0,7958,
51,14,8,1,7959,
52,14,8,0,7960,
293,19,1,0,6163,
294,19,1,1,6135,
295,19,2,0,6361,
296,19,2,1,6352,
297,19,3,0,6108,
298,19,3,1,6095,
299,19,4,0,6181,
300,19,4,1,6172,
301,19,5,0,6415,
302,19,5,1,6406,
303,19,6,0,6379,
304,19,6,1,6370,
305,19,7,0,6126,
306,19,7,1,6117,
307,19,8,0,6397,
308,19,8,1,6388,
233,21,3,0,2725,
234,21,3,1,2737,
235,21,4,0,2749,
236,21,4,1,2761,
237,21,5,0,2773,
238,21,5,1,2785,
239,21,6,0,2797,
240,21,6,1,2810,
241,21,7,0,2835,
242,21,7,1,2847,
243,21,8,0,2859,
244,21,8,1,2871,
437,21,1,0,2677,
438,21,1,1,2689,
439,21,2,0,2701,
440,21,2,1,2713,
373,26,1,0,6168,
374,26,1,1,6141,
375,26,2,0,6366,
376,26,2,1,6357,
377,26,3,0,6113,
378,26,3,1,6104,
379,26,4,0,6186,
380,26,4,1,6177,
381,26,5,0,6420,
382,26,5,1,6411,
383,26,6,0,6384,
384,26,6,1,6375,
385,26,7,0,6131,
386,26,7,1,6122,
387,26,8,0,6402,
388,26,8,1,6393,
277,55,1,0,6162,
278,55,1,1,6134,
279,55,2,0,6360,
280,55,2,1,6351,
281,55,3,0,6107,
282,55,3,1,6094,
283,55,4,0,6180,
284,55,4,1,6171,
285,55,5,0,6414,
286,55,5,1,6405,
287,55,6,0,6378,
288,55,6,1,6369,
289,55,7,0,6125,
290,55,7,1,6116,
291,55,8,0,6396,
292,55,8,1,6387,
325,66,1,0,6165,
326,66,1,1,6137,
327,66,2,0,6363,
328,66,2,1,6354,
329,66,3,0,6110,
330,66,3,1,6100,
331,66,4,0,6183,
332,66,4,1,6174,
333,66,5,0,6417,
334,66,5,1,6408,
335,66,6,0,6381,
336,66,6,1,6372,
337,66,7,0,6128,
338,66,7,1,6119,
339,66,8,0,6399,
340,66,8,1,6390,
309,67,1,0,6164,
310,67,1,1,6136,
311,67,2,0,6362,
312,67,2,1,6353,
313,67,3,0,6109,
314,67,3,1,6098,
315,67,4,0,6182,
316,67,4,1,6173,
317,67,5,0,6416,
318,67,5,1,6407,
319,67,6,0,6380,
320,67,6,1,6371,
321,67,7,0,6127,
322,67,7,1,6118,
323,67,8,0,6398,
