2621,"18년",
2622,"18놈",
2624,"18새끼",
2632,"\<chink\>",
2642,"\<pussy",
2643,"\<rape\>",
2645,"\<vagina",
2658,"가슴만져",
2659,"가슴빨아",
2660,"가슴빨어",
2661,"가슴조물락",
2662,"가슴주물럭",
2663,"가슴쪼물딱",
2664,"가슴쪼물락",
2665,"가슴핥아",
2666,"가슴핥어",
2667,"가슴핧아",
2668,"가슴핧어",
2670,"강간",
2671,"강간한다",
2715,"개가튼년",
2716,"개가튼뇬",
2720,"개같은년",
2722,"개걸레",
2724,"개고치",
2726,"개너미",
2727,"개년",
2728,"개놈",
2729,"개라슥",
2731,"개보지",
2732,"개보지년",
2735,"개부달",
2736,"개부랄",
2738,"개불랄",
2739,"개붕알",
2741,"개새끼",
2742,"개색기",
2743,"개색끼",
2744,"개색히",
2745,"개쓰래기",
2746,"개쓰레기",
2747,"개씁년",
2748,"개씁블",
2749,"개씁자지",
2750,"개씨발",
2751,"개씨발넘",
2752,"개씨발자슥",
2753,"개씨블",
2755,"개자슥",
2756,"개자지",
2757,"개작두넘",
2758,"개작두년",
2759,"개잡년",
2760,"개잡지랄",
2761,"개젓가튼넘",
2762,"개좆",
2763,"개지랄",
2764,"개지랄넘",
2765,"개지랄놈",
2779,"개후라년",
2781,"개후라들놈",
2783,"개후라새끼",
2784,"걔잡년",
2785,"걔잡지랄",
2789,"거시기",
2791,"걸래년",
2798,"걸레같은년",
2799,"걸레년",
2800,"걸레핀년",
2801,"게부럴",
2802,"게지랄놈",
2804,"귀두",
2810,"깨쌔끼",
2812,"꺼져",
2815,"난자마셔",
2816,"난자먹어",
2817,"난자핥아",
2818,"난자핧아",
2821,"내꺼빨아",
2822,"내꺼핥아",
2823,"내꺼핧아",
2824,"내미랄",
2825,"내버지",
2827,"내씨발",
2828,"내자지",
2829,"내잠지",
2830,"내조지",
2836,"너거애비",
2837,"누나강간",
2858,"느그매",
2885,"니기미",
2891,"니미랄",
2892,"니미럴",
2893,"니씨브랄",
2894,"니아범",
2896,"니애미",
2897,"니애비",
2898,"니에미",
2899,"니에비",
2904,"니할애비",
2918,"닳은년",
2922,"대가리",
2923,"덜은새끼",
2925,"돈새끼",
2927,"돌은넘",
2928,"돌은년",
2929,"돌은새끼",
2930,"동생강간",
2938,"딸딸이",
2942,"또라이",
2951,"띠발뇬",
2954,"띠블넘",
2956,"막간년",
2957,"막대쑤셔줘",
2958,"막대핥아줘",
2959,"막대핧아줘",
2960,"말자지",
2961,"맛간년",
2962,"맛없는년",
2963,"맛이간년",
2967,"망나니",
2986,"미친구녕",
2987,"미친구멍",
2988,"미친넘",
2989,"미친년",
2990,"미친놈",
2991,"미친눔",
2993,"미친새끼",
2994,"미친쉐이",
2995,"미친씨부랄",
2996,"미틴것",
2997,"미틴넘",
2998,"바주카자지",
3004,"백보지",
3005,"버따리자지",
3012,"버지구녕",
3013,"버지구멍",
3014,"버지냄새",
3015,"버지따먹기",
3016,"버지뚫어",
3017,"버지뜨더",
3018,"버지물마셔",
3019,"버지벌려",
3020,"버지벌료",
3021,"버지빨아",
3022,"버지빨어",
3023,"버지썰어",
3024,"버지쑤셔",
3025,"버지털",
3026,"버지핥아",
3027,"버지핧아",
3029,"버짓물",
3030,"버짓물마셔",
3038,"벌창같은년",
3054,"병신세리",
3056,"병신셰리",
3057,"병신씨발",
3076,"보지",
3097,"보지구녕",
3098,"보지구멍",
3099,"보지녀",
3100,"보지따먹기",
3101,"보지뚫어",
3102,"보지뜨더",
3103,"보지머리박기",
3104,"보지물",
3105,"보지물마셔",
3106,"보지박어",
3107,"보지벌려",
3108,"보지벌료",
3109,"보지벌리",
3110,"보지벌리자",
