136,0,139,"Interface\WorldStateFrame\AllianceTower","Towers Controlled: %2327w",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Alliance Towers Controlled",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,0.000000,0,1,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128844,"",0,0,0.000000,
137,0,139,"Interface\WorldStateFrame\HordeTower","Towers Controlled: %2328w",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Horde Towers Controlled",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,0.000000,0,1,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128844,"",0,0,0.000000,
138,0,139,"","Progress: %2427w",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128844,0.000000,2426,1,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128844,"CAPTUREPOINT",2427,2428,0.000000,
126,1,1377,"Interface\TargetingFrame\UI-PVP-Alliance","%2313w/%2317w",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Alliance Silithyst Collected",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,0,1,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128844,"",0,0,0.000000,
127,1,1377,"Interface\TargetingFrame\UI-PVP-Horde","%2314w/%2317w",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Horde Silithyst Collected",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,0,1,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128844,"",0,0,0.000000,
63,30,0,"Interface\WorldStateFrame\ColumnIcon-GraveyardCapture","Graveyards Assaulted",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Number of times enemy graveyard banners have been removed",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,0,2,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128876,"",0,0,0.000000,
65,30,0,"Interface\WorldStateFrame\ColumnIcon-GraveyardDefend","Graveyards Defended",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Number of times a graveyard capture has been prevented",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,0,2,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128876,"",0,0,0.000000,
61,30,0,"Interface\WorldStateFrame\ColumnIcon-TowerCapture","Towers Assaulted",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Number of times enemy tower banners have been removed",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,0,2,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128876,"",0,0,0.000000,
64,30,0,"Interface\WorldStateFrame\ColumnIcon-TowerDefend","Towers Defended",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Number of times a tower capture has been prevented",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,0,2,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128876,"",0,0,0.000000,
62,30,0,"Interface\WorldStateFrame\ColumnIcon-MineCapture","Mines Captured",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Number of times a deathblow was dealt to the lieutenant of an enemy mine",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,0,2,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128876,"",0,0,0.000000,
81,30,0,"","Leaders Killed",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Number of enemy NPC officers you have killed",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,0,2,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128876,"",0,0,0.000000,
82,30,0,"","Secondary Objectives",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Number of secondary units activated",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,0,2,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128876,"",0,0,0.000000,
2,489,0,"Interface\TargetingFrame\UI-PVP-Alliance","%1581w/%1601w",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Alliance flag captures",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,2339,0,"Interface\WorldStateFrame\HordeFlag","Horde flag has been picked up",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"",0,0,0.000000,
3,489,0,"Interface\TargetingFrame\UI-PVP-Horde","%1582w/%1601w",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Horde flag captures",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,2338,0,"Interface\WorldStateFrame\AllianceFlag","Alliance flag has been picked up",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"",0,0,0.000000,
42,489,0,"Interface\WorldStateFrame\ColumnIcon-FlagCapture","Flag Captures",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Number of times you have captured the enemy flag",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,0,2,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128876,"",0,0,0.000000,
44,489,0,"Interface\WorldStateFrame\ColumnIcon-FlagReturn","Flag Returns",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Number of times you have returned your flag to your base from the field",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,0,2,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128876,"",0,0,0.000000,
101,529,0,"Interface\TargetingFrame\UI-PVP-Alliance","Bases: %1779w  Resources: %1776w/%1780w",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Alliance status",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,0,0,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128876,"",0,0,0.000000,
102,529,0,"Interface\TargetingFrame\UI-PVP-Horde","Bases: %1778w  Resources: %1777w/%1780w",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Horde status",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,0,0,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128876,"",0,0,0.000000,
122,529,0,"Interface\WorldStateFrame\ColumnIcon-TowerCapture","Bases Assaulted",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Number of times enemy base banners have been removed",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,0,2,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128876,"",0,0,0.000000,
123,529,0,"Interface\WorldStateFrame\ColumnIcon-TowerDefend","Bases Defended",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,"Number of times a base capture has been prevented",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,-1.#QNAN0,0,2,"","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128876,"",0,0,0.000000,
