1,3,0,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,15568,0,0.000000,"Rockbiter 3",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,61,1,
2,1,0,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,8034,0,0.000000,"Frostbrand 1",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,33,1,
3,1,0,0.000000,100,0.000000,0.000000,100,0.000000,0.000000,8029,0,0.000000,"Flametongue 3",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,32,1,
4,1,0,0.000000,100,0.000000,0.000000,100,0.000000,0.000000,8028,0,0.000000,"Flametongue 2",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,32,1,
5,1,0,0.000000,100,0.000000,0.000000,100,0.000000,0.000000,8026,0,0.000000,"Flametongue 1",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,32,1,
6,3,0,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,15567,0,0.000000,"Rockbiter 2",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,61,1,
7,1,0,0.000000,30,0.000000,0.000000,30,0.000000,0.000000,2818,0,0.000000,"Deadly Poison",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,26,1,
8,1,0,0.000000,30,0.000000,0.000000,30,0.000000,0.000000,2819,0,0.000000,"Deadly Poison II",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,26,1,
9,1,0,0.000000,30,0.000000,0.000000,30,0.000000,0.000000,2820,0,0.000000,"Poison (15 Dmg)",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,26,1,
10,1,0,0.000000,30,0.000000,0.000000,30,0.000000,0.000000,2821,0,0.000000,"Poison (20 Dmg)",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,26,1,
11,1,0,0.000000,30,0.000000,0.000000,30,0.000000,0.000000,2822,0,0.000000,"Poison (25 Dmg)",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,26,1,
12,1,0,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,8037,0,0.000000,"Frostbrand 2",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,33,1,
13,2,0,0.000000,3,0.000000,0.000000,3,0.000000,0.000000,0,0,0.000000,"Sharpened +3",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,28,0,
14,2,0,0.000000,4,0.000000,0.000000,4,0.000000,0.000000,0,0,0.000000,"Sharpened +4",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,28,0,
15,4,0,0.000000,8,0.000000,0.000000,8,0.000000,0.000000,0,0,0.000000,"Reinforced Armor +8",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,0,0,
16,4,0,0.000000,16,0.000000,0.000000,16,0.000000,0.000000,0,0,0.000000,"Reinforced Armor +16",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,0,0,
17,4,0,0.000000,24,0.000000,0.000000,24,0.000000,0.000000,0,0,0.000000,"Reinforced Armor +24",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,0,0,
18,4,0,0.000000,32,0.000000,0.000000,32,0.000000,0.000000,0,0,0.000000,"Reinforced Armor +32",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,0,0,
19,2,0,0.000000,2,0.000000,0.000000,2,0.000000,0.000000,0,0,0.000000,"Weighted +2",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,0,0,
20,2,0,0.000000,3,0.000000,0.000000,3,0.000000,0.000000,0,0,0.000000,"Weighted +3",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,0,0,
21,2,0,0.000000,4,0.000000,0.000000,4,0.000000,0.000000,0,0,0.000000,"Weighted +4",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,0,0,
22,1,0,0.000000,30,0.000000,0.000000,30,0.000000,0.000000,3409,0,0.000000,"Crippling Poison",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,26,1,
23,1,0,0.000000,20,0.000000,0.000000,20,0.000000,0.000000,8692,0,0.000000,"Mind-numbing Poison II",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,26,1,
24,3,0,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,7442,0,0.000000,"Mana +5",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,0,0,
25,1,0,0.000000,15,0.000000,0.000000,15,0.000000,0.000000,705,0,0.000000,"Shadow Oil",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,1,0,
26,1,0,0.000000,10,0.000000,0.000000,10,0.000000,0.000000,205,0,0.000000,"Frost Oil",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,27,0,
27,2,0,0.000000,-10,0.000000,0.000000,-10,0.000000,0.000000,0,0,0.000000,"Sundered",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,0,0,
28,3,0,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,7438,0,0.000000,"+4 All Resistances",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,0,0,
29,3,0,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,10400,0,0.000000,"Rockbiter 1",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,61,1,
30,2,0,0.000000,1,0.000000,0.000000,1,0.000000,0.000000,0,0,0.000000,"Scope (+1 Damage)",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,0,0,
