7,2.000000,0.000000,2.000000,
8,5.000000,0.000000,5.000000,
9,20.000000,0.000000,20.000000,
10,30.000000,0.000000,30.000000,
11,45.000000,0.000000,45.000000,
12,100.000000,0.000000,100.000000,
13,10.000000,0.000000,10.000000,
14,8.000000,0.000000,8.000000,
15,3.000000,0.000000,3.000000,
16,1.000000,0.000000,1.000000,
17,13.000000,0.000000,13.000000,
18,15.000000,0.000000,15.000000,
19,18.000000,0.000000,18.000000,
20,25.000000,0.000000,25.000000,
21,35.000000,0.000000,35.000000,
22,200.000000,0.000000,200.000000,
23,40.000000,0.000000,40.000000,
24,65.000000,0.000000,65.000000,
25,70.000000,0.000000,70.000000,
26,4.000000,0.000000,4.000000,
27,50.000000,0.000000,50.000000,
28,50000.000000,0.000000,50000.000000,
29,6.000000,0.000000,6.000000,
31,80.000000,0.000000,80.000000,
