1,"Wailing Caverns",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,15,28,1,-1.#QNAN0,
2,"Scholomance",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,56,60,1,-1.#QNAN0,
3,"Ragefire Chasm",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,13,22,1,0.000000,
5,"Deadmines",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,15,28,1,-1.#QNAN0,
7,"Shadowfang Keep",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,18,32,1,-1.#QNAN0,
9,"Blackfathom Deeps",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,20,34,1,-1.#QNAN0,
11,"Stormwind Stockades",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,22,34,1,0.000000,
13,"Gnomeregan",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,24,40,1,-1.#QNAN0,
15,"Razorfen Kraul",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,24,40,1,-1.#QNAN0,
17,"Scarlet Monastery",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,29,48,1,-1.#QNAN0,
19,"Razorfen Downs",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,33,47,1,-1.#QNAN0,
21,"Uldaman",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,38,53,1,-1.#QNAN0,
23,"Zul'Farak",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,43,54,1,-1.#QNAN0,
25,"Maraudon",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,40,58,1,-1.#QNAN0,
27,"Sunken Temple",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,44,60,1,-1.#QNAN0,
29,"Blackrock Depths",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,48,60,1,-1.#QNAN0,
31,"Lower Blackrock Spire",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,52,60,1,-1.#QNAN0,
33,"Dire Maul - East",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,54,60,1,-1.#QNAN0,
35,"Dire Maul - West",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,56,60,1,-1.#QNAN0,
37,"Dire Maul - North",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,56,60,1,-1.#QNAN0,
39,"Stratholme",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,56,60,1,-1.#QNAN0,
41,"Zul'Gurub",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,56,60,2,-1.#QNAN0,
43,"Upper Blackrock Spire",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,56,60,2,-1.#QNAN0,
45,"Onyxia",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,60,60,2,-1.#QNAN0,
47,"Molten Core",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,60,60,2,-1.#QNAN0,
49,"Blackwing Lair",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,60,60,2,-1.#QNAN0,
57,"Elwynn Forest",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,1,14,4,0.000000,
59,"Westfall",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,8,24,4,0.000000,
61,"Duskwood",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,18,34,4,-1.#QNAN0,
63,"Dun Morogh",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,1,14,4,0.000000,
65,"Loch Modan",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,8,24,4,0.000000,
67,"Wetlands",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,18,34,4,-1.#QNAN0,
69,"Stranglethorn Vale",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,28,50,4,-1.#QNAN0,
71,"Blasted Lands",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,43,60,4,-1.#QNAN0,
