33,5916,5917,5918,0.000000,
34,5913,5914,5915,0.000000,
35,5919,5920,5921,0.000000,
36,5907,5908,5909,0.000000,
37,5910,5911,5912,0.000000,
38,5904,5905,5906,0.000000,
39,5934,5935,5936,0.000000,
40,5931,5932,5933,0.000000,
41,5937,5938,5939,0.000000,
42,5922,5923,5924,0.000000,
43,5928,5929,5930,0.000000,
44,5925,5926,5927,0.000000,
45,5983,5984,5985,0.000000,
46,5980,5981,5982,0.000000,
47,5986,5987,5988,0.000000,
48,5971,5972,5973,0.000000,
49,5974,5975,5976,0.000000,
50,5977,5978,5979,0.000000,
51,6001,6002,6003,0.000000,
52,6005,6006,6007,0.000000,
53,5998,5999,6000,0.000000,
54,5992,5993,5994,0.000000,
55,5995,5996,5997,0.000000,
56,6030,6031,6032,0.000000,
57,6027,6028,6029,0.000000,
58,6033,6034,6035,0.000000,
59,5989,5990,5991,0.000000,
60,6018,6019,6020,0.000000,
61,6024,6025,6026,0.000000,
62,6021,6022,6023,0.000000,
63,5967,5969,5970,0.000000,
64,5958,5959,5960,0.000000,
65,5961,5962,5963,0.000000,
66,5964,5965,5966,0.000000,
67,6014,6015,6016,0.000000,
68,6011,6012,6013,0.000000,
69,6008,6009,6010,0.000000,
70,6055,6056,6057,0.000000,
71,6058,6059,6060,0.000000,
72,6061,6063,6064,0.000000,
73,5952,5953,5954,0.000000,
74,5949,5950,5951,0.000000,
75,5955,5956,5957,0.000000,
76,5943,5944,5945,0.000000,
77,5946,5947,5948,0.000000,
78,5940,5941,5942,0.000000,
79,6052,6053,6054,0.000000,
80,6046,6047,6048,0.000000,
81,6049,6050,6051,0.000000,
82,6042,6043,6044,0.000000,
83,6036,6037,6038,0.000000,
84,6039,6040,6041,0.000000,
85,6434,6435,6436,0.000000,
86,6483,0,0,0.000000,
87,6484,0,0,0.000000,
88,6486,0,0,0.000000,
89,6496,0,0,0.000000,
90,6516,0,0,0.000000,
91,6517,0,0,0.000000,
92,6518,0,0,0.000000,
93,6531,0,0,0.000000,
94,6530,0,0,0.000000,
95,6617,5917,5918,0.000000,
96,6618,5914,5915,0.000000,
97,6619,5920,5921,0.000000,
98,6620,5908,5909,0.000000,
99,6621,5911,5912,0.000000,
100,6622,5905,5906,0.000000,
101,6623,5935,5936,0.000000,
102,6624,5932,5933,0.000000,
103,6625,5938,5939,0.000000,
104,6626,5923,5924,0.000000,
105,6627,5929,5930,0.000000,
106,6628,5926,5927,0.000000,
107,6629,5969,5970,0.000000,
108,6630,5959,5960,0.000000,
109,6631,5962,5963,0.000000,
110,6632,5965,5966,0.000000,
111,6633,5984,5985,0.000000,
112,6634,5981,5982,0.000000,
113,6635,5987,5988,0.000000,
114,6636,5972,5973,0.000000,
115,6637,5975,5976,0.000000,
116,6638,5978,5979,0.000000,
117,6639,6002,6003,0.000000,
118,6640,6006,6007,0.000000,
119,6641,5999,6000,0.000000,
120,6642,5993,5994,0.000000,
121,6643,5990,5991,0.000000,
122,6644,5996,5997,0.000000,
123,6645,6031,6032,0.000000,
124,6646,6028,6029,0.000000,
125,6647,6034,6035,0.000000,
126,6648,6019,6020,0.000000,
127,6649,6025,6026,0.000000,
128,6650,6022,6023,0.000000,
129,6651,6056,6057,0.000000,
130,6652,6059,6060,0.000000,
131,6653,6063,6064,0.000000,
132,6654,6015,6016,0.000000,
133,6655,6012,6013,0.000000,
134,6656,6009,6010,0.000000,
135,6657,5953,5954,0.000000,
136,6658,5950,5951,0.000000,
137,6659,5956,5957,0.000000,
138,6660,5944,5945,0.000000,
139,6661,5947,5948,0.000000,
140,6662,5941,5942,0.000000,
141,6663,6053,6054,0.000000,
142,6664,6047,6048,0.000000,
143,6665,6050,6051,0.000000,
144,6666,6043,6044,0.000000,
145,6667,6037,6038,0.000000,
146,6668,6040,6041,0.000000,
147,6702,0,0,0.000000,
148,6994,0,0,0.000000,
149,7019,7020,7021,0.000000,
150,7018,7020,7021,0.000000,
151,7014,-1,7017,0.000000,
152,7016,-1,7017,0.000000,
153,7064,7066,7067,0.000000,
154,7065,7066,7067,0.000000,
155,7060,7062,7063,0.000000,
156,7061,7062,7063,0.000000,
157,7072,7074,7075,0.000000,
158,7073,7074,7075,0.000000,
159,7068,7070,7071,0.000000,
160,7069,7070,7071,0.000000,
161,7094,0,7095,0.000000,
162,7121,0,0,0.000000,
163,7142,0,0,0.000000,
164,7155,0,0,0.000000,
165,7194,0,7195,0.000000,
166,7214,0,0,0.000000,
167,7216,0,0,0.000000,
168,7215,0,0,0.000000,
169,6994,0,0,0.000000,
170,7218,0,0,0.000000,
171,7219,0,0,0.000000,
172,7220,0,0,0.000000,
173,7221,0,0,0.000000,
174,7222,0,0,0.000000,
175,7223,0,0,0.000000,
176,7224,0,0,0.000000,
177,7225,0,0,0.000000,
178,7226,0,0,0.000000,
179,7227,0,0,0.000000,
180,7228,0,0,0.000000,
181,7254,0,0,0.000000,
182,7516,0,0,0.000000,
183,8353,0,0,0.000000,
184,8354,0,0,0.000000,
185,8355,0,0,0.000000,
186,8352,0,0,0.000000,
187,8356,0,0,0.000000,
188,8475,8475,8475,0.000000,
