8802856,12257960,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
0,0,0.000000,
