1,"Cameras\PalantirOfAzora.mdx",0,-9282.419922,-3329.659912,116.341003,4.607670,
2,"Cameras\FlybyUndead.mdx",3358,1658.579956,1662.910034,141.233994,3.141590,
122,"Cameras\FlybyNightElf.mdx",3800,10474.000000,813.130981,1318.660034,3.735000,
142,"Cameras\FlyByHuman.mdx",3840,-8945.519531,-118.786003,82.930603,0.191986,
162,"Cameras\FlyByGnome.mdx",3841,-5784.350098,424.735992,426.592010,0.925025,
182,"Cameras\FlyByTroll.mdx",4080,-774.695007,-4911.209961,19.612700,2.949610,
202,"Cameras\FlyByTauren.mdx",4122,-2873.260010,-266.821014,53.916401,3.159050,
224,"Cameras\Scry_cam.mdx",0,-153.585999,-3450.840088,139.330994,3.351030,
234,"Cameras\FlyByDwarf.mdx",3740,-5579.160156,-455.776001,406.476013,4.712390,
235,"Cameras\FlybyOrc.mdx",3760,-603.411011,-4193.410156,41.091999,4.677480,
