1,"씨 퐁 자 지",
2,"씨 퐁 자지",
3,"씨 퐁넘",
4,"씨 퐁뇬",
5,"씨가랭넘",
6,"씨가랭년",
7,"씨가랭놈",
8,"씨댕",
9,"씨댕이",
10,"씨뎅",
11,"씨발",
12,"씨발 년",
13,"씨발 롬",
14,"씨발.년",
15,"씨발.놈",
16,"씨발년",
17,"씨발놈",
18,"씨발롬",
19,"씨발병신",
20,"씨방새",
21,"씨방세",
22,"씨뱅 가 리",
23,"씨뱅 가리",
24,"씨뱅가 리",
25,"씨뱅가리",
26,"씨벌",
27,"씨벌년",
28,"씨벌쉐이",
29,"씨부 랄",
30,"씨부랄",
31,"씨부럴",
32,"씨불 알",
33,"씨불알",
34,"씨브럴",
36,"씨블년",
37,"씨블새끼",
38,"씨븡새끼",
39,"씨섹 끼",
40,"씨섹끼",
41,"씨파 넘",
42,"씨파넘",
43,"씨팍새끼",
44,"씨팍세끼",
45,"씨팔",
47,"씨퐁 넘",
48,"씨퐁 뇬",
49,"씨퐁 보 지",
50,"씨퐁 보지",
51,"씨퐁 자 지",
52,"씨퐁 자지",
53,"씨퐁넘",
54,"씨퐁뇬",
55,"씨퐁보 지",
56,"씨퐁보지",
57,"씨퐁자 지",
58,"씨퐁자지",
59,"씹 년",
60,"씹 물",
61,"씹 보 지",
62,"씹 보지",
63,"씹 부 랄",
64,"씹 부랄",
65,"씹 빵 구",
66,"씹 빵구",
67,"씹 뽀 지",
68,"씹 뽀지",
69,"씹 새",
70,"씹 새 끼",
71,"씹 새끼",
72,"씹 세",
73,"씹 쌔 끼",
74,"씹 쌔끼",
75,"씹 자 지",
76,"씹 자지",
77,"씹 지 랄",
78,"씹 지랄",
79,"씹 창",
80,"씹 탱",
81,"씹 탱 이",
82,"씹 탱이",
83,"씹년",
84,"씹물",
85,"씹미랄",
86,"씹버지",
87,"씹보 지",
88,"씹보지",
89,"씹부 랄",
90,"씹부랄",
91,"씹브랄",
92,"씹빵 구",
93,"씹빵구",
94,"씹뽀 지",
95,"씹뽀지",
96,"씹새",
97,"씹새 끼",
98,"씹새끼",
99,"씹세",
100,"씹쌔 끼",
101,"씹쌔끼",
102,"씹자 지",
103,"씹자석",
104,"씹자슥",
105,"씹자지",
106,"씹지 랄",
107,"씹지랄",
108,"씹창",
109,"씹창녀",
110,"씹탱",
111,"씹탱 이",
112,"씹탱굴이",
113,"씹탱이",
114,"씹팔",
115,"아가리",
121,"애미랄",
122,"애미보지",
123,"애미씨뱅",
124,"애미자지",
125,"애미잡년",
126,"애미좃물",
128,"양 아 치",
129,"양 아치",
130,"양귀비",
131,"양아 치",
132,"양아치",
133,"양키",
134,"어미강간",
135,"어미따먹자",
136,"어미쑤시자",
138,"엄창",
139,"에미",
140,"에비",
142,"염 병 할",
143,"염 병할",
146,"염병 할",
147,"염병할",
150,"엿 먹 어 라",
151,"엿 먹 어라",
152,"엿먹 어 라",
153,"엿먹 어라",
154,"엿먹어 라",
155,"엿먹어라",
156,"영자개새끼",
157,"영자새끼",
158,"영자씨발놈",
159,"오 르 가 즘",
160,"오르가즘",
161,"왕버지",
162,"왕자지",
163,"왕잠지",
164,"왕털버지",
165,"왕털보지",
166,"왕털자지",
167,"왕털잠지",
168,"요 년",
169,"요년",
170,"우미쑤셔",
175,"유두빨어",
176,"유두핥어",
177,"유두핧어",
180,"유방 만져",
181,"유방 빨아",
182,"유방 조물락",
183,"유방 주물럭",
184,"유방 쪼물딱",
185,"유방 쪼물럭",
186,"유방 핧아",
187,"유방 핧어",
188,"유방만져",
189,"유방빨아",
190,"유방조물락",
191,"유방주물럭",
192,"유방쪼물딱",
193,"유방쪼물럭",
194,"유방핥아",
195,"유방핥어",
196,"유방핧아",
197,"유방핧어",
199,"육갑",
201,"인민공화국",
202,"자 기 핧 아",
203,"자 기 핧아",
205,"자 지 빨 아",
206,"자 지 빨 어",
207,"자 지 빨아",
208,"자 지 빨어",
209,"자 지 털",
210,"자 지 핧 어",
211,"자 지 핧어",
212,"자 지털",
213,"자기 핧 아",
214,"자기 핧아",
215,"자기핥아",
216,"자기핧 아",
217,"자기핧아",
219,"자지 구녕",
220,"자지 구멍",
221,"자지 꽂아",
222,"자지 빨 아",
223,"자지 빨 어",
224,"자지 빨아",
225,"자지 빨어",
226,"자지 쑤셔",
227,"자지 짤라",
228,"자지 털",
229,"자지 핧 어",
230,"자지 핧어",
231,"자지구녕",
232,"자지구멍",
233,"자지꽂아",
234,"자지넣자",
235,"자지뜨더",
236,"자지뜯어",
237,"자지박어",
238,"자지빨 아",
239,"자지빨 어",
240,"자지빨아",
241,"자지빨아줘",
242,"자지빨어",
243,"자지쑤셔",
244,"자지쓰레기",
245,"자지정개",
246,"자지짤라",
247,"자지털",
248,"자지핥아",
249,"자지핥아줘",
250,"자지핥어",
251,"자지핧 어",
252,"자지핧아",
253,"자지핧아줘",
254,"자지핧어",
255,"작은보지",
258,"잠지뚫어",
259,"잠지물마셔",
260,"잠지털",
261,"잠짓물마셔",
265,"잡것",
266,"잡년",
267,"잡놈",
268,"잡쓰레그",
269,"잡쓰레기",
270,"저 년",
271,"저년",
274,"젓 같 내",
275,"젓 같내",
277,"젓 냄 새",
278,"젓 대가리",
280,"젓 마무리",
281,"젓 만 이",
282,"젓 만이",
285,"젓가튼쉐이",
286,"젓같 내",
287,"젓같내",
288,"젓까",
289,"젓냄새",
