1,4,5,0,0,696,701,
2,4,6,0,0,696,701,
3,2,0,1,1,698,700,
4,2,1,1,1,698,700,
5,2,2,1,1,698,700,
6,2,3,1,1,698,700,
7,2,4,1,1,698,700,
8,2,5,1,1,698,700,
9,2,6,1,1,698,700,
10,2,7,1,1,698,700,
11,2,8,1,1,698,700,
12,2,9,1,1,698,700,
13,2,10,1,1,698,700,
14,2,11,1,1,698,700,
15,2,12,1,1,698,700,
16,2,13,1,1,698,700,
17,2,14,1,1,698,700,
18,2,0,2,1,697,699,
19,2,1,2,1,697,699,
20,2,2,2,1,697,699,
21,2,3,2,1,697,699,
22,2,4,2,1,697,699,
23,2,5,2,1,697,699,
24,2,6,2,1,697,699,
25,2,7,2,1,697,699,
26,2,8,2,1,697,699,
27,2,9,2,1,697,699,
28,2,10,2,1,697,699,
29,2,11,2,1,697,699,
30,2,12,2,1,697,699,
31,2,13,2,1,697,699,
32,2,14,2,1,697,699,
33,2,0,0,1,697,699,
