1,0,1,0.000000,0,1960,1,2,1,
1,0,2,0.000000,0,1960,1,2,1,
1,0,3,0.000000,0,1960,2,1,2,
1,0,4,0.000000,0,1960,2,2,2,
1,0,5,0.000000,0,1960,1,2,2,
1,0,6,0.000000,0,1960,2,2,1,
1,0,7,0.000000,0,1960,1,2,1,
3,0,0,8613220982066067100000000000000000.000000,132302,2445512,2,2,2,
6,0,0,8613220982066067100000000000000000.000000,132302,2445512,0,0,0,
6,0,1,0.000000,2,2,2,2,2,
6,0,2,0.000000,3,3,3,3,3,
3,0,1,8613220982066067100000000000000000.000000,132302,2445512,3,3,3,
3,0,2,8613220982066067100000000000000000.000000,132302,2445512,4,4,4,
3,0,3,8613220982066067100000000000000000.000000,132302,2445512,5,5,5,
3,0,4,8613220982066067100000000000000000.000000,132302,2445512,6,6,6,
4,0,0,8613220982066067100000000000000000.000000,132302,2445512,1,1,1,
4,0,1,0.000000,2,2,2,2,2,
4,0,2,0.000000,3,3,3,3,3,
4,0,3,0.000000,4,4,4,4,4,
4,0,4,0.000000,5,5,5,5,5,
4,0,5,0.000000,6,2,6,6,2,
2,0,0,0.000000,0,0,0,0,0,
3,1,0,0.000000,0,0,0,0,0,
4,1,0,8613220982066067100000000000000000.000000,132302,2445512,0,0,0,
6,0,3,0.000000,4,4,4,4,4,
6,0,4,0.000000,5,5,5,5,5,
6,0,5,0.000000,6,6,6,6,6,
1,0,8,0.000000,0,1960,1,1,1,
3,0,5,8613220982066067100000000000000000.000000,132302,2445512,7,7,7,
3,0,6,8613220982066067100000000000000000.000000,132302,2445512,8,8,8,
3,0,7,8613220982066067100000000000000000.000000,132302,2445512,9,9,9,
3,0,8,8613220982066067100000000000000000.000000,132302,2445512,10,10,10,
3,0,9,8613220982066067100000000000000000.000000,132302,2445512,11,11,11,
3,0,10,8613220982066067100000000000000000.000000,132302,2445512,12,12,12,
2,0,1,0.000000,0,0,0,0,0,
2,0,2,8613220982066067100000000000000000.000000,132302,2445512,2,0,0,
2,0,3,8613220982066067100000000000000000.000000,132302,2445512,3,0,0,
2,0,4,8613220982066067100000000000000000.000000,132302,2445512,4,0,0,
2,0,5,8613220982066067100000000000000000.000000,132302,2445512,5,0,0,
2,0,6,8613220982066067100000000000000000.000000,132302,2445512,6,0,0,
2,0,7,8613220982066067100000000000000000.000000,132302,2445512,7,0,0,
2,0,8,8613220982066067100000000000000000.000000,132302,2445512,8,0,0,
2,0,9,8613220982066067100000000000000000.000000,132302,2445512,9,0,0,
2,0,10,8613220982066067100000000000000000.000000,131664,2445512,10,0,0,
4,1,1,8613220982066067100000000000000000.000000,132302,2445512,0,0,0,
4,1,2,8613220982066067100000000000000000.000000,132302,2445512,0,0,0,
4,1,3,8613220982066067100000000000000000.000000,132302,2445512,0,0,0,
4,1,4,8613220982066067100000000000000000.000000,132302,2445512,0,0,0,
4,1,5,8613220982066067100000000000000000.000000,132302,2445512,0,0,0,
4,1,6,8613220982066067100000000000000000.000000,132302,2445512,0,0,0,
4,1,7,8613220982066067100000000000000000.000000,132302,2445512,0,0,0,
4,1,8,8613220982066067100000000000000000.000000,132302,2445512,0,0,0,
4,1,9,8613220982066067100000000000000000.000000,132302,2445512,0,0,0,
6,0,6,0.000000,7,7,7,7,7,
7,0,0,0.000000,0,0,0,0,0,
8,0,2,0.000000,0,1960,0,4,0,
7,0,1,0.000000,0,0,2,0,0,
7,0,2,0.000000,0,0,3,0,0,
7,0,3,0.000000,0,0,4,0,0,
7,0,4,0.000000,0,0,5,0,0,
7,0,5,0.000000,0,0,6,0,0,
7,0,6,0.000000,0,0,7,0,0,
7,0,7,0.000000,0,0,8,0,0,
7,1,0,8613220982066067100000000000000000.000000,394024,2445512,0,0,0,
1,0,0,0.000000,0,1960,1,1,1,
5,1,2,0.000000,0,0,0,0,0,
5,1,5,0.000000,0,0,0,0,0,
1,1,0,0.000000,0,0,0,0,0,
8,1,0,8613220982066067100000000000000000.000000,35521606,2490272,0,2,0,
