5,"of Intellect",79,0,0,0.000000,0.000000,"of Intellect",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4177279,
6,"of Strength",68,0,0,0.000000,0.000000,"of Strength",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4177279,
14,"of Agility",74,0,0,0.000000,0.000000,"of Agility",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4177279,
15,"of Stamina",71,0,0,0.000000,0.000000,"of Stamina",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4177279,
16,"of Spirit",82,0,0,0.000000,0.000000,"of Spirit",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4177279,
17,"of Agility",75,0,0,0.000000,0.000000,"of Agility",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4177279,
18,"of Agility",76,0,0,0.000000,0.000000,"of Agility",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4177279,
19,"of Stamina",72,0,0,0.000000,0.000000,"of Stamina",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4177279,
22,"of Stamina",73,0,0,0.000000,0.000000,"of Stamina",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4177279,
23,"of Strength",69,0,0,0.000000,0.000000,"of Strength",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4177279,
24,"of Strength",70,0,0,0.000000,0.000000,"of Strength",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4177279,
25,"of Intellect",80,0,0,0.000000,0.000000,"of Intellect",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4177279,
26,"of Intellect",81,0,0,0.000000,0.000000,"of Intellect",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4177279,
27,"of Spirit",83,0,0,0.000000,0.000000,"of Spirit",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4177279,
28,"of Spirit",84,0,0,0.000000,0.000000,"of Spirit",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4177279,
29,"of Toughness",85,0,0,0.000000,0.000000,"of Toughness",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
30,"of Toughness",87,0,0,0.000000,0.000000,"of Toughness",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
31,"of Toughness",86,0,0,0.000000,0.000000,"of Toughness",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
32,"of Quality",67,0,0,0.000000,0.000000,"of Quality",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
33,"of Quality",77,0,0,0.000000,0.000000,"of Quality",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
34,"of Quality",78,0,0,0.000000,0.000000,"of Quality",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
39,"of Proficiency",153,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
40,"of Proficiency",139,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
41,"of Proficiency",125,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
42,"of Proficiency",160,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
43,"of Proficiency",146,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
44,"of Proficiency",132,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
45,"of Proficiency",181,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
46,"of Proficiency",167,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
47,"of Proficiency",174,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
48,"of Defense",110,0,0,0.000000,0.000000,"of Defense",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
49,"of Beast Slaying",188,0,0,0.000000,0.000000,"of Beast Slaying",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
50,"of Retaliation",199,0,0,0.000000,0.000000,"of Retaliation",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
51,"of Critical Strike",195,0,0,0.000000,0.000000,"of Critical Strike",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
52,"of Proficiency",154,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
53,"of Proficiency",140,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
54,"of Proficiency",126,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
56,"of Proficiency",161,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
57,"of Proficiency",147,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
58,"of Proficiency",133,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
59,"of Proficiency",182,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
60,"of Proficiency",168,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
62,"of Defense",111,0,0,0.000000,0.000000,"of Defense",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
63,"of Proficiency",175,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
64,"of Beast Slaying",189,0,0,0.000000,0.000000,"of Beast Slaying",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
65,"of Retaliation",200,0,0,0.000000,0.000000,"of Retaliation",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
66,"of Proficiency",155,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
67,"of Proficiency",141,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
68,"of Proficiency",127,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
69,"of Proficiency",162,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
70,"of Proficiency",148,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
71,"of Proficiency",134,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
72,"of Proficiency",183,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
73,"of Proficiency",169,0,0,0.000000,0.000000,"of Proficiency",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
