83,"this is a test",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
84,"Thank you for visiting me, $N. It makes me happy to know we are not forgotten.",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
85,"Thank you for visiting me, $N. It makes me happy to know we are not forgotten.",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
86,"This small token will give no answers, but perhaps it will be of some amusement to you.",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
87,"Hello there again.  I'm Gubber Blump.

I hope you are doing real well.  I hope you are still fishing too.  I love fishing.  The Blump family is known for fishing.  Here is a bauble, so that you can fish a little better.  I love using them when I fish.  Good luck, and thank you again for helping me catch them groupers from before.

Keep on fishing!

Gubber Blump",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
88,"Thank you for visiting me, $N. It makes me happy to know we are not forgotten.",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
89,"Thank you for visiting me, $N. It makes me happy to know we are not forgotten.",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
90,"Thank you for visiting me, $N. It makes me happy to know we are not forgotten.",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
91,"This small token will give no answers, but perhaps it will be of some amusement to you.",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
92,"Thank you for visiting me, $N. It makes me happy to know we are not forgotten.",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
93,"Esteemed $N,$B$BI went through the stack of texts you brought me and I decoded the attached articles for you.  I carefully selected only those items which I thought would be of use.  It was quite problematic to get to a mailbox without being seen, but months of hiding in the desert have turned me into quite a sneak!$B$BI hope you enjoy these.$B$B-Ortell",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
94,"Greetings, $N!$B$BI'm getting pretty good at sneaking into Cenarion Hold to use their mailbox.  Again, I've attached some items that might be of interest.  Hope something in there is of use to you!$B$B-Ortell",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
95,"Thank you for visiting me, $N. It makes me happy to know we are not forgotten.",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
96,"Thank you for visiting me, $N. It makes me happy to know we are not forgotten.",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
97,"Thank you for visiting me, $N. It makes me happy to know we are not forgotten.",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
98,"It took much time to translate the high chief's text. I was dismayed by what I found. High Chief Winterfall was in an extreme state of paranoia in his last days and was addicted to a substance he called "firewater." He believed that all creatures were his enemies. Well, I will let you read it for yourself -- I have included a translation of his words with this letter. If you are ever in need, please visit me again.",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
99,"Thank you for renewing your membership with the Mechanical Engineering Guild, Associated!  We are delighted to have you as an active member.  Please accept this gift as a token of our appreciation for the wonderful contributions you continue to make to the world of gnome engineering.",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
100,"Thank you for renewing your membership with the Mechanical Engineering Guild, Associated!  We are delighted to have you as an active member.  Please accept this gift as a token of our appreciation for the wonderful contributions you continue to make to the world of gnome engineering.",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
