1,"Epic",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
21,"REUSE - old wailing caverns",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
22,"Seasonal",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
23,"REUSE - old undercity one",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
24,"Herbalism",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
25,"REUSE - old scarlet monastery",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
41,"REUSE - old uldaman",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
61,"Warlock",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
81,"Warrior",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
82,"Shaman",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
101,"Fishing",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
121,"Blacksmithing",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
141,"Paladin",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
161,"Mage",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
162,"Rogue",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
181,"Alchemy",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
182,"Leatherworking",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
201,"Engineering",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
221,"Treasure Map",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
241,"REUSE - old sunken temple",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
261,"Hunter",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
262,"Priest",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
263,"Druid",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
264,"Tailoring",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
284,"Special",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
304,"Cooking",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
324,"First Aid",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
344,"Legendary",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
364,"Darkmoon Faire",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
365,"Ahn'Qiraj War",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
366,"Lunar Festival",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
367,"Reputation",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
368,"Invasion",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
369,"Midsummer",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4128894,
